total_cost,holding_cost,expedite_cost,lost_sales_cost
372926.66276760714,118997.80022743551,253928.86254017163,0.0
171153.2495742826,95766.41663013473,0.0,75386.8329441479
398329.25162905,147234.7631011699,251094.4885278801,0.0
390461.3041729154,120473.87579629039,269987.428376625,0.0
90180.18661362016,90180.18661362016,0.0,0.0
102300.09677308962,102300.09677308962,0.0,0.0
78985.94069249889,78985.94069249889,0.0,0.0
338316.7845003453,125823.80623455209,212492.9782657932,0.0
96547.0643045604,96547.0643045604,0.0,0.0
107353.20871212635,107353.20871212635,0.0,0.0
105024.84467741143,105024.84467741143,0.0,0.0
406421.8553095561,138268.4134695911,268153.44183996506,0.0
231380.3038888328,103143.19823638181,0.0,128237.10565245098
94999.67004779472,94999.67004779472,0.0,0.0
118201.34335843852,107542.79995284503,0.0,10658.543405593493
439264.9858235898,150246.33609184326,289018.6497317465,0.0
114731.6898476849,114731.6898476849,0.0,0.0
103503.8183876477,103503.8183876477,0.0,0.0
91251.98335498548,91251.98335498548,0.0,0.0
87401.36365212937,87401.36365212937,0.0,0.0
99312.77403595526,99312.77403595526,0.0,0.0
72400.32757506282,72400.32757506282,0.0,0.0
75153.20010295398,75153.20010295398,0.0,0.0
109264.45361279222,101525.04307182782,0.0,7739.41054096439
390080.048878879,149554.9607470049,240525.0881318741,0.0
514996.36040033726,159986.65358633394,277812.72917814116,77196.97763586216
324164.0833583816,116281.28577722078,207882.79758116082,0.0
246632.77959637373,113151.03016919781,0.0,133481.74942717594
102982.58565884852,102982.58565884852,0.0,0.0
87723.81141916828,87723.81141916828,0.0,0.0
108603.20939986895,108603.20939986895,0.0,0.0
544642.1655166883,129992.44972705135,414649.71578963695,0.0
294593.30922243476,116389.39643259137,178203.91278984342,0.0
203478.477717069,110904.90851922664,0.0,92573.56919784237
332626.6393773133,112749.27001986909,219877.3693574442,0.0
681066.7822211699,142020.933938948,539045.8482822219,0.0
122659.03299452721,122659.03299452721,0.0,0.0
86882.08029185804,86882.08029185804,0.0,0.0
606057.1213952231,138326.32787526908,254169.07891143145,213561.7146085226
